"session_id","game_id","start_date","start_time","duration_minutes","game_mode","controller_style","location","platform","user_id"
867,82,"2020-05-18","04:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
868,99,"2020-05-18","08:00 PM",30,"Singleplayer","Handheld","Lounge","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
869,99,"2020-05-19","06:00 AM",15,"Singleplayer","Handheld","Bed","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
870,82,"2020-05-19","04:00 PM",45,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
871,99,"2020-05-19","08:00 PM",30,"Singleplayer","Handheld","Lounge","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
872,104,"2020-05-19","09:00 PM",60,"Singleplayer","Controller","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
873,82,"2020-05-20","04:00 PM",75,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
874,99,"2020-05-20","07:00 PM",30,"Singleplayer","Handheld","Lounge","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
875,104,"2020-05-20","08:00 PM",60,"Singleplayer","Controller","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
876,99,"2020-05-21","08:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
877,99,"2020-05-21","06:00 PM",30,"Singleplayer","Handheld","Lounge","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
878,82,"2020-05-21","08:00 PM",15,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
879,104,"2020-05-21","08:00 PM",60,"Singleplayer","Controller","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
880,99,"2020-05-22","08:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
881,82,"2020-05-22","04:00 PM",75,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
882,99,"2020-05-22","10:00 PM",15,"Singleplayer","Handheld","Bed","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
883,99,"2020-05-23","07:00 AM",30,"Singleplayer","Handheld","Bed","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
884,99,"2020-05-23","11:00 AM",30,"Singleplayer","Handheld","Lounge","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
885,99,"2020-05-24","07:00 AM",15,"Singleplayer","Handheld","Bed","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
886,99,"2020-05-24","07:00 PM",60,"Singleplayer","Handheld","Lounge","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
887,104,"2020-05-24","08:00 PM",60,"Singleplayer","Controller","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
888,82,"2020-05-24","09:00 PM",15,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
889,99,"2020-05-25","08:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
890,82,"2020-05-25","12:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
891,99,"2020-05-25","01:00 PM",15,"Singleplayer","Handheld","Lounge","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
892,99,"2020-05-26","12:00 PM",30,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
893,82,"2020-05-26","12:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
894,82,"2020-05-26","04:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
895,99,"2020-05-26","07:00 PM",30,"Singleplayer","Handheld","Lounge","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
896,104,"2020-05-26","08:00 PM",45,"Singleplayer","Controller","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
897,99,"2020-05-27","07:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
898,82,"2020-05-27","04:00 PM",45,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
899,99,"2020-05-27","07:00 PM",30,"Singleplayer","Handheld","Lounge","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
900,99,"2020-05-28","08:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
901,82,"2020-05-28","12:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
902,82,"2020-05-28","04:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
903,105,"2020-05-28","08:00 PM",75,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
904,99,"2020-05-29","08:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
905,99,"2020-05-29","11:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
906,106,"2020-05-29","05:00 PM",75,"Online Multiplayer","Controller","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
907,99,"2020-05-30","07:00 AM",30,"Singleplayer","Handheld","Bed","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
908,105,"2020-05-30","01:00 PM",60,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
909,99,"2020-05-30","03:00 PM",30,"Singleplayer","Handheld","Lounge","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
910,106,"2020-05-30","04:00 PM",45,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
911,105,"2020-05-30","08:00 PM",210,"Online Multiplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
912,99,"2020-05-31","07:00 AM",15,"Singleplayer","Handheld","Bed","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
913,99,"2020-05-31","10:00 AM",15,"Singleplayer","Handheld","Lounge","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
914,105,"2020-05-31","11:00 AM",120,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
915,106,"2020-05-31","02:00 PM",15,"Online Multiplayer","Controller","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
916,106,"2020-05-31","02:00 PM",45,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
917,82,"2020-05-31","04:00 PM",45,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
918,105,"2020-05-31","08:00 PM",45,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
919,99,"2020-06-01","07:00 AM",30,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
920,82,"2020-06-01","12:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
921,82,"2020-06-01","04:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
922,105,"2020-06-01","07:00 PM",60,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
923,106,"2020-06-01","09:00 PM",60,"Online Multiplayer","Controller","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
924,99,"2020-06-02","07:00 AM",30,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
925,106,"2020-06-02","12:00 PM",60,"Online Multiplayer","Controller","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
926,99,"2020-06-02","01:00 PM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
927,106,"2020-06-02","04:00 PM",90,"Online Multiplayer","Controller","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
928,105,"2020-06-02","09:00 PM",60,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
929,99,"2020-06-03","07:00 AM",30,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
930,82,"2020-06-03","04:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
931,105,"2020-06-03","07:00 PM",60,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
932,99,"2020-06-04","08:00 AM",30,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
933,106,"2020-06-04","12:00 PM",45,"Online Multiplayer","Controller","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
934,82,"2020-06-04","04:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
935,105,"2020-06-04","08:00 PM",75,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
936,99,"2020-06-05","07:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
937,99,"2020-06-05","09:00 PM",15,"Singleplayer","Handheld","Bed","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
938,99,"2020-06-06","06:00 AM",15,"Singleplayer","Handheld","Bed","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
939,99,"2020-06-06","09:00 PM",15,"Singleplayer","Handheld","Bed","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
940,99,"2020-06-07","07:00 AM",15,"Singleplayer","Handheld","Bed","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
941,99,"2020-06-08","07:00 AM",15,"Singleplayer","Handheld","Bed","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
942,99,"2020-06-09","08:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
943,82,"2020-06-09","04:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
944,105,"2020-06-09","09:00 PM",45,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
945,99,"2020-06-10","08:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
946,82,"2020-06-10","04:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
947,99,"2020-06-10","07:00 PM",30,"Singleplayer","Handheld","Lounge","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
948,105,"2020-06-10","08:00 PM",60,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
949,99,"2020-06-11","08:00 AM",30,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
950,82,"2020-06-11","04:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
951,105,"2020-06-11","07:00 PM",105,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
952,99,"2020-06-12","07:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
953,82,"2020-06-12","04:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
954,99,"2020-06-12","06:00 PM",30,"Singleplayer","Handheld","Lounge","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
955,99,"2020-06-13","06:00 AM",30,"Singleplayer","Handheld","Bed","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
956,105,"2020-06-13","07:00 AM",90,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
957,105,"2020-06-13","01:00 PM",60,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
958,99,"2020-06-14","07:00 AM",15,"Singleplayer","Handheld","Bed","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
959,105,"2020-06-14","03:00 PM",90,"Online Multiplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
960,105,"2020-06-14","04:00 PM",30,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
961,105,"2020-06-14","07:00 PM",45,"Online Multiplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
962,99,"2020-06-15","07:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
963,82,"2020-06-15","12:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
964,82,"2020-06-15","04:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
965,82,"2020-06-15","05:00 PM",15,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
966,105,"2020-06-15","08:00 PM",90,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
967,99,"2020-06-16","08:00 AM",30,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
968,82,"2020-06-16","04:00 PM",60,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
969,105,"2020-06-16","06:00 PM",30,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
970,105,"2020-06-16","08:00 PM",90,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
971,99,"2020-06-17","07:00 AM",30,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
972,82,"2020-06-17","04:00 PM",15,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
973,105,"2020-06-17","06:00 PM",30,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
974,105,"2020-06-17","08:00 PM",75,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
975,99,"2020-06-18","07:00 AM",30,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
976,82,"2020-06-18","04:00 PM",60,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
977,105,"2020-06-18","05:00 PM",45,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
978,105,"2020-06-18","08:00 PM",45,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
979,99,"2020-06-19","07:00 AM",30,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
980,82,"2020-06-19","04:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
981,105,"2020-06-19","06:00 PM",210,"Online Multiplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
982,99,"2020-06-20","06:00 AM",30,"Singleplayer","Handheld","Bed","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
983,99,"2020-06-20","08:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
984,105,"2020-06-20","08:00 AM",75,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
985,107,"2020-06-20","09:00 PM",135,"Singleplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
986,107,"2020-06-21","07:00 AM",60,"Singleplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
987,99,"2020-06-21","07:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
988,107,"2020-06-21","11:00 AM",75,"Singleplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
989,107,"2020-06-21","01:00 PM",150,"Singleplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
990,105,"2020-06-21","07:00 PM",45,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
991,99,"2020-06-22","07:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
992,82,"2020-06-22","12:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
993,105,"2020-06-22","06:00 PM",45,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
994,107,"2020-06-22","09:00 PM",90,"Singleplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
995,99,"2020-06-23","07:00 AM",30,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
996,82,"2020-06-23","12:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
997,82,"2020-06-23","04:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
998,105,"2020-06-23","06:00 PM",60,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
999,107,"2020-06-23","09:00 PM",60,"Singleplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1000,99,"2020-06-24","07:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1001,82,"2020-06-24","04:00 PM",45,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1002,105,"2020-06-24","06:00 PM",30,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1003,107,"2020-06-24","09:00 PM",75,"Singleplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1004,99,"2020-06-25","07:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1005,82,"2020-06-25","12:00 PM",15,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1006,82,"2020-06-25","04:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1007,105,"2020-06-25","06:00 PM",30,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1008,1,"2020-06-25","07:00 PM",60,"Online Multiplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1009,107,"2020-06-25","08:00 PM",120,"Singleplayer","Controller","Bedroom","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1010,99,"2020-06-26","07:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1011,82,"2020-06-26","12:00 PM",45,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1012,82,"2020-06-26","04:00 PM",60,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1013,104,"2020-06-26","08:00 PM",240,"Online Multiplayer","Controller","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1014,99,"2020-06-27","07:00 AM",30,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1015,107,"2020-06-27","11:00 AM",105,"Singleplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1016,99,"2020-06-27","01:00 PM",15,"Singleplayer","Handheld","Lounge","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1017,105,"2020-06-27","09:00 PM",15,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1018,99,"2020-06-28","07:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1019,107,"2020-06-28","08:00 AM",150,"Singleplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1020,99,"2020-06-28","01:00 PM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1021,107,"2020-06-28","08:00 PM",60,"Singleplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1022,99,"2020-06-29","08:00 AM",30,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1023,82,"2020-06-29","12:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1024,82,"2020-06-29","04:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1025,105,"2020-06-29","05:00 PM",60,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1026,107,"2020-06-29","08:00 PM",120,"Singleplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1027,99,"2020-06-30","07:00 AM",30,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1028,82,"2020-06-30","12:00 PM",15,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1029,82,"2020-06-30","04:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1030,105,"2020-06-30","05:00 PM",60,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1031,82,"2020-06-30","08:00 PM",15,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1032,107,"2020-06-30","09:00 PM",60,"Singleplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1033,99,"2020-07-01","08:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1034,82,"2020-07-01","04:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1035,99,"2020-07-02","07:00 AM",30,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1036,82,"2020-07-02","12:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1037,99,"2020-07-02","07:00 PM",15,"Singleplayer","Handheld","Train / Train Station","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1038,105,"2020-07-02","09:00 PM",45,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1039,99,"2020-07-03","07:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1040,82,"2020-07-03","04:00 PM",45,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1041,99,"2020-07-03","05:00 PM",30,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1042,105,"2020-07-03","05:00 PM",30,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1043,107,"2020-07-03","10:00 AM",60,"Singleplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1044,107,"2020-07-04","07:00 AM",45,"Singleplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1045,99,"2020-07-04","04:00 PM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1046,9,"2020-07-04","09:00 PM",60,"Local Multiplayer","Controller","Lounge","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1047,107,"2020-07-05","06:00 AM",90,"Singleplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1048,99,"2020-07-05","08:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1049,105,"2020-07-05","02:00 PM",30,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1050,82,"2020-07-05","03:00 PM",45,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1051,99,"2020-07-05","04:00 PM",30,"Local Multiplayer","Handheld","Lounge","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1052,107,"2020-07-05","06:00 PM",90,"Singleplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1053,99,"2020-07-06","07:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1054,82,"2020-07-06","04:00 PM",30,"Local Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1055,105,"2020-07-06","06:00 PM",30,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1056,105,"2020-07-06","09:00 PM",60,"Singleplayer","Keyboard & Mouse","Bedroom","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1057,99,"2020-07-07","07:00 AM",15,"Singleplayer","Handheld","Bedroom","Switch","17a87e84-cecb-44fa-9d43-476c8ad9954f"
